경력,주요 업무,자격 요건,우대사항,기술
신입,"• 대규모 데이터 처리 및 AI 모델 학습
• AI 기술을 활용한 서비스 자동화 및 비용절감
• 딥러닝, 머신러닝 알고리즘을 활용한 서비스 고도화","1), 2) 중 1개 이상에 해당 하는 분

1) 일반 SW 개발의 경험자
• B2C/B2B 서비스 설계 및 SW 개발 경험

2) AI 개발 경험자
• AI 모델의 실서비스 적용 및 운영 경험
• 추천 시스템, 예측 모델 또는 자연어 처리(NLP) 프로젝트 경험","• AI 모델의 실서비스 적용 및 운영 경험
• 추천 시스템, 예측 모델 또는 자연어 처리(NLP) 프로젝트 경험
• 항공/여행 산업에 대한 이해 및 관심",Python
신입,"1. API 및 서비스 설계
- AI 연구팀이 제공하는 API 명세서를 기반으로 백엔드 서비스의 설계 및 구현
- RESTful API 또는 gRPC 서비스 개발 및 클라이언트와의 통신 최적화
- 모델 입력/출력 처리 로직을 구현하여 안정적인 AI 모델 서빙 환경 제공
2. 서비스 아키텍처 구축 및 최적화
- 고가용성(High Availability) 및 확장성(Scalability)을 고려한 백엔드 아키텍처 설계
- 비동기 처리(Asynchronous Processing)와 대기열 시스템(RabbitMQ, Kafka 등)을 활용하여 효율적인 요청 처리 구조 개발
- CI/CD 파이프라인을 구축하여 빠르고 안정적인 서비스 배포 환경 제공
3. AI 모델 서빙 및 운영
- AI 모델을 효율적으로 서빙하기 위한 서빙 프레임워크(TorchServe, FastAPI 등) 활용
- 배포된 모델의 실시간 성능 모니터링 및 로깅 시스템 구축(Logstash, Elasticsearch 등)
- 모델 요청/응답 시간 최적화를 위한 캐싱(Cache) 및 병렬 처리 기술 도입
4. 데이터 파이프라인 및 저장소 관리
- AI 모델이 사용하는 데이터의 저장 및 조회를 위한 데이터베이스 설계 및 최적화
- Blob Storage(S3 등)와의 연동 및 대규모 데이터 전송 최적화
- 요청 데이터를 기반으로 발생하는 로그, 결과물 및 통계 데이터 관리 시스템 구현
5. 클라우드 환경 기반 서비스화
- 클라우드(AWS, GCP, Azure) 환경에서 AI 서비스 배포 및 운영
- 컨테이너 오케스트레이션 도구(Docker, Kubernetes)를 활용한 서비스 배포 및 관리
- Auto-scaling 및 로드밸런싱을 통해 사용자 요청 증가에 대비한 확장 가능한 서비스 제공
6. 보안 및 사용자 인증
- AI API의 인증(Authentication) 및 권한 관리(Authorization) 구현
- HTTPS 및 API Key, OAuth 등 보안 프로토콜 적용
- 요청 데이터 및 결과물의 암호화 처리 및 데이터 유출 방지 대책 수립
7. 서비스 성능 및 안정성 개선
- AI 모델 연동 서비스의 성능 병목 현상을 분석하고 최적화
- 장애 대응 및 복구를 위한 모니터링 및 알림 시스템 구축(Prometheus, Grafana 등)
- 대규모 요청을 안정적으로 처리하기 위한 Rate Limiting 및 Throttling 구현
8. 협업 및 문서화
- AI 연구·개발팀 및 프론트엔드 팀과 협업하여 통합적인 서비스 제공
- API 명세서(Swagger, OpenAPI) 작성 및 유지보수
- 개발된 서비스의 기술 문서화 및 운영 가이드 제공
9. 백오피스 툴 제작
- 다른 팀을 위해 DB 조작, 인공지능 데모, 결과 생성 등 기타 기능 지원
- 외부 프로그램 관련 업무","• 컴퓨터공학, 전기전자공학, 데이터사이언스 등 관련 전공 학사 이상 학위 소지자 또는 이에 준하는 경력 보유자
• Python, Go, Node.js 등 하나 이상의 백엔드 프로그래밍 언어에 능숙한 자
• RESTful API 및 gRPC 서비스 설계 및 구현 경험
• 데이터베이스 설계 및 최적화 경험(SQL, NoSQL)
• AWS, GCP, Azure 등 주요 클라우드 플랫폼에서 서비스 배포 및 운영 경험
• Docker 및 Kubernetes를 활용한 컨테이너 기반 서비스 구축 경험
• CI/CD 파이프라인 구축 및 운영 경험
• 모니터링 및 로깅 시스템(Prometheus, Grafana, Elasticsearch 등) 구축 경험
• API 인증(Authentication) 및 권한 관리(Authorization) 구현 경험
• HTTPS 및 보안 프로토콜 적용 경험
• 데이터 암호화 및 보안 정책 수립 경험
• API 명세(Swagger, OpenAPI 등) 작성 및 유지보수 경험
• 여러 팀과 협업하여 서비스를 개발한 경험, 기술 문서화 및 운영 가이드 작성 능력","• AI 모델 서빙 및 백엔드 서비스 개발 경험 2년 이상
• 생성형 AI 또는 영상·이미지 분석 AI 모델 서빙 경험
• 비동기 처리 및 대기열 시스템(RabbitMQ, Kafka 등) 활용 경험
• 대규모 요청 처리 및 성능 병목 문제 해결 경험
• Redis, Memcached 등 캐싱 시스템 경험
• 대규모 데이터 저장소(Blob Storage, S3 등) 및 전송 최적화 경험
• MLOps 파이프라인 설계 및 운영 경험
• Auto-scaling 및 로드밸런싱 설정 경험, 대규모 요청 처리에 대한 Rate Limiting 및 Throttling 구현 경험
• 최신 AI 모델 서빙 및 백엔드 기술 트렌드에 대한 관심과 학습 능력
• AI 연구팀과 원활한 커뮤니케이션을 위한 AI 모델 기본 이해
• 대규모 사용자 대상의 상용 서비스 운영 경험, 장애 대응 및 복구 시나리오 설계 경험","Node.js
Python
SQL
AWS
Go
GCP
Grafana
Prometheus"
"신입, 경력","연구목표
• Stable diffusion 및 VITON 모델을 활용하여 사진 -＞ 내옷 복원, 내옷 -＞ 내가 입은 모습을 효과적으로 재현할 수 있는 기술 개발 (기존 모델 차용, 자체 모델링, 자체 학습 등 필요한 모든 것 수행)
• 실제 에이클로젯 서비스에 탑재하기 위한 시스템 기술 및 인프라 개발
• 최적화된 성능을 보장하기 위한 전후처리 기술 개발 및 이에 필요한 이미지/언어 딥러닝 모델 개발 및 도입
• ML 모델링에만 집중하지 않고, 데이터의 의미와 상태를 끊임없이 개선

** 네이버 등 국내 최고 IT 기업에서 상용화 기술개발에 대한 경험이 풍부하고, 동시에 CVPR, ICCV 등 글로벌 top tier 논문을 최근 3년이내에 1저자로 다수 출판한 경험이 있는 AI 팀 리더가 함께 연구개발을 진행합니다.","• 딥러닝에 대한 기초 지식이 탄탄하신 분
• Stable diffusion 에 대한 기본 소양 및 관련 논문 또는 프로젝트 경험하신 분
• 석/박사 또는 이에 상응 하신 자격을 갖추신 분
• DL Framework (Pytorch, Tensorflow, Keras) 중 1가지 이상을 자유롭게 활용 가능한 분
• 긍정적이고 도전적이며, 필요한 일을 정의하여 주도적으로 일하는 사람 (가장 중요한 필수요건)
• 큰 기업과 스타트업의 차이를 알고 있고, 스타트업 마인드를 보유하고 있는 분
• ""연구""적으로 의미가 깊은 것 보다는, 실제 서비스에 필요하고 사용자들의 편의성을 높이는 기술 개발에 대한 높은 관심
• Notion/Slack을 통한 커뮤니케이션, Github를 통한 버전관리에 익숙하신 분","•이전에 도전적인 성과를 주도적으로 이뤄나간 경험을 보유한 분
•스스로 업무 계획을 세분화하고 추진하는 역량을 보유한 분
•새로운 것을 빠르게 배울 수 있고, 실제로 빠르게 배워서 성과를 낸 경험이 있는 분
•MLflow, WandB, Neptune 관련 기술 및 경험이 있으신 분
•데이터의 통계적 분석과 모델 분석을 통한 insight가 있으신 분

현재 사용하는 기술/환경
• Pytorch, Python, Github, MLFlow, Opencv, AWS, GCP, Docker
• Notion, Slack, Jira",
"신입, 경력","•AGI 솔루션 개발 및 최신 AI/ML 기술 연구 적용
• 대규모 데이터셋 전처리, 분석 및 최적 학습 파이프라인 구축
• AI 모델 성능 최적화 및 프로덕션 환경 배포/운영
• 최신 AI/ML 연구 동향 분석 및 내부 기술 공유
• 비즈니스 요구사항 분석 및 AI 솔루션 설계","•컴퓨터공학, 인공지능, 통계학 등 관련 분야 학사 이상
• Python 기반의 딥러닝 프레임워크(PyTorch, TensorFlow 등) 활용 능력
• ML/DL 프로젝트 전체 생애주기(기획-개발-배포-운영) 경험
• 최신 AI/ML 논문 이해 및 구현 능력
• 데이터 기반의 문제해결 능력과 논리적 사고력
• 동료들과의 원활한 커뮤니케이션 및 협업 능력
• 빠르게 성장하는 스타트업에서 능동적이고 자기주도적으로 업무를 꼼꼼하게 처리 하시는 분","•ML/AI 관련 분야 석사/박사 학위 소지자
• ML/AI 관련 분야 3년 이상 경력
• MLOps 파이프라인 구축 및 운영 경험
• 대규모 AI 모델 학습 및 서비스 배포 경험
• Kubernetes, Docker 등 컨테이너 기반 서비스 운영 경험
• 오픈소스 프로젝트 기여 경험
• AWS, GCP, Azure 등 클라우드 환경에서의 AI 서비스 개발 경험",
"신입, 경력","하이퍼리즘 LLM Agent Engineer는 사내 도메인에 특화된 LLM Agent를 개발하고 업무에 필요한 다양한 AI 솔루션을 탐색, 도입, 관리, 유지보수하는 역할을 맡습니다.
• 사내 다양한 지식 베이스, 코드 베이스, 메신저 대화 내역 등을 능동적으로 탐색하여 다양한 업무를 처리할 수 있는 LLM Agent 개발 및 운영
• 암호화폐 트레이더들의 하이레벨한 요구사항을 이해하여 자동으로 트레이딩/모니터링 봇을 개발 및 운영하고, 낮은 인지코스트로 고가치 시장 정보를 전달할 수 있는 intelligence layer 구현
• 고객 응대, KYC(Know Your Client; 기관 서비스 온보딩을 위한 다양한 due diligence 서류 업무), 자산 운용 등 고부가가치 B2B 업무의 생산성에 직접 기여할 수 있는 특화 Agent 개발
• 안전한 AI 사용을 위한 인프라 설정과 보안 정책 탐색 및 수립
• 회사의 전반적인 Intelligent Automation 전략 수립","• 머신러닝과 LLM의 핵심 원리에 대한 이해와 통찰력을 갖추신 분
• RAG, Fine-tuning 등 도메인 특화 에이전트 개발 방법론에 대한 깊은 이해를 갖추신 분
• AI 기술 및 산업 트렌드에 대해 매우 기민하신 분
• LangChain 등 LLM 개발 프레임워크에 능숙하신 분
• 프로덕션 레벨 Python 혹은 Typescript 프로그래밍이 가능하신 분
• 병렬적이고 기민한 공개 커뮤니케이션 능력을 갖추신 분 (DM 금지, 직원당 월 평균 Slack 메시지 2천여 개)
• 영혼 없는 수동적 일처리를 극도로 경계하며, 비판적인 시각으로 본질적인 문제를 개선하시는 분","• Rust 언어 사용 경험이 있으신 분
• 다양한 AWS 서비스들에 대한 폭넓은 이해를 갖추신 분
• 암호화폐 생태계에 대한 이해가 있으신 분
• AGI가 도래한 새로운 미래를 꿈꾸시는 분","Rust
AWS"
신입,"• 데이터를 분석하고 풀어야 할 문제를 정의합니다.
• 동료들과 더 나은 LLM 기술에 대해 논의하고 연구합니다.
• LLM 기반으로한 서비스를 개발하고 적용합니다.
• RAG, Fine tuning 등을 이용해 LLM 모델의 성능을 향상 시킵니다.
• LLM 실적용 성공 사례를 지속적으로 늘려나가고 전체 수행 과정 효율을 개선할 수 있는 체계를 함께 고민하여 반영합니다.","• LLM(Fine tuning 포함) 또는 NLP 모델의 학습 경험이 있는 분
• LLM 또는 NLP 관련 논문 작성 경험이 있는 분
• Python을 활용한 프로그래밍에 능숙한 분
• 다양한 라이브러리와 프레임워크를 활용한 문제 해결 경험이 있는 분","• 다양한 분야의 데이터를 다룬 경험이 있는 분
• AI Agent 활용 경험이 있거나 이해가 높은 분
• 코드리뷰를 주고 받으며 협업한 경험이 있는 분",
신입,"• LLM 프롬프트 최적화 및 엔지니어링: 다양한 LLM(GPT, Claude, Gemini 등)을 활용하여 최적의 프롬프트를 설계하고 성능을 개선
• LLM 기반 서비스 개발 및 고도화: RAG(Retrieval-Augmented Generation), Fine-tuning 등을 활용하여 AI 서비스를 개발 및 최적화
• 신규 AI 서비스 기획 및 개발: LLM을 활용한 서비스 및 비즈니스 기회 발굴
• AI 자동화 및 서비스 개선: LLM을 활용하여 자동화 및 AI 기반 서비스의 효율성 극대화","• 해외여행 결격사유가 없는 분
• LLM 및 NLP 실무 경험: LLM 또는 자연어 처리(NLP)를 활용한 서비스 개발 및 실제 적용 경험
• 프롬프트 엔지니어링 및 LLM 구조 이해: 대화형 LLM 모델의 아키텍처 및 최적화에 대한 이해와 실무 경험
• Python 및 API 활용 능력: Python과 REST API 등을 이용한 LLM 연동 및 서비스 개발 경험","ML 기반 서비스 개발 또는 백엔드 개발 경험
• ML 기반 서비스 개발 경험: 머신러닝 또는 LLM 기반 서비스를 기획, 개발, 운영한 경험
• 백엔드 개발 경험: AI 모델 서빙 및 API 설계를 포함한 백엔드 시스템 개발 경험
LLM 모델 최적화 및 응용 경험
• LLM 기반 서비스의 전 과정 경험: 기획 구현 성능 평가 개선까지 진행한 경험
• Fine-tuning 경험: BERT, LLAMA 등 오픈소스 LLM을 목적에 맞게 Fine-tuning하여 최적화한 경험
• RAG 기반 서비스 개발 경험: RAG(Retrieval-Augmented Generation)를 활용한 정보 검색 및 생성 시스템 구축 경험
멀티모달 및 에이전트 활용 경험
• Agent 기반 AI 서비스 개발 경험: LangChain 등 프레임워크를 활용한 LLM 기반 Agent 개발 경험
• 멀티모달 AI 모델 활용 경험: 텍스트/음성/이미지 데이터를 통합한 멀티모달 AI 모델 개발 경험
클라우드 및 운영 경험
• AWS 등 클라우드 환경 서비스 개발 경험","Python
NLP"
신입,"• GCP 클라우드 아키텍처 설계 및 기술 컨설팅 수행
• 고객사 클라우드 마이그레이션 전략 수립 및 기술 지원
• Generative AI(생성형 AI) 솔루션 설계 및 구현 지원(Vertex AI, Gemini 등)
• 제안서 작성, 기술 검증(PoC), 고객 프레젠테이션 수행
• 고객 요구사항 분석 및 최적의 클라우드 솔루션 제안
• GCP 신규 서비스 및 기술 동향 연구/전파","• 클라우드 환경에서의 프로젝트 경험 보유 (토이 프로젝트 포함)
• Generative AI(생성형 AI) 서비스와 관련된 기본 지식
• Python 개발 능력 보유
• 원활한 커뮤니케이션 및 문서 작성 능력
• 최신 기술 학습과 실무 적용에 적극적인 분","• Generative AI 프로젝트 경험자
• AI/ML 프로젝트 수행 경험 또는 관련 지식 보유자
• GCP 관련 자격증 보유 (Professiona lCloud Architect, Data Engineer, ML Engineer 등)
• 영어 커뮤니케이션 가능자
• 클라우드 플랫폼 설계/운영 경험 3년 이상자",
"신입, 경력","• AI 팀, 제품 개발팀 및 외부 연구 기관과 협력하여 최신 머신러닝 모델을 개발하고, 모델 학습 및 성능 평가를 담당합니다.
• 반도체 전문가들과 긴밀히 협력하여 혁신적인 단위공정 모델링 도구를 개발하고, 현장의 피드백을 적극 반영합니다.
• 단위공정 모델링은 아직 AI 도입이 활발하지 않은 분야입니다. 모델링 목표 수립부터 설계, 개발까지 전 과정을 주도적으로 이끌면서 새로운 영역을 개척해 나갈 수 있는 좋은 기회입니다","• 컴퓨터 공학 석사 학위, 관련 기술 분야 학위 또는 그에 준하는 실무 경험
• Python을 중심으로 한 탄탄한 프로그래밍 실력
• PyTorch 등 최신 머신러닝 프레임워크 활용 경험
• 머신러닝 연구 및 개발 전반에 대한 경험
• 소프트웨어 설계/아키텍처 역량을 갖춘 엔지니어링 실력
• 머신러닝 이론에 대한 깊은 이해와 이를 활용한 문제 해결 능력
• 뛰어난 구두 및 서면 커뮤니케이션 능력","• 반도체 소자 데이터 관련 업무 경험
• 대규모 머신러닝 모델 개발 경험","GitHub
Python
AWS"
신입,"• 컴퓨터 비전 관련 연구 및 모델 개발
• 영상 처리 알고리즘 개발
• 관련 학회 논문 제출 및 특허 작성","• AI 관련 분야 석사 학위 이상
• Pytorch, Tensorflow등 주요 Deep Learning framework 활용 능력
• Linux/Shell, docker/Container 활용 능력
• 형상관리 툴 활용 능력
• 의사 소통 능력","• 대규모 데이터 관리 및 전처리 경험
• VLM(Vision Language Model) 개발 경험
• 국제/국내 인공지능 대회 수상 이력
• 주요 학술대회에 논문 게재 이력","Linux
PyTorch
Tensorflow
Shell
Docker"
